,case,S1,AGE,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q10g,Q10h,Q10i,Q10j,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q27a,Q28,Q28a,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q37b,Q37c,Q37d,Q37e,Q38,Postcode_clean,Ward,CategoryType,WellbeingType,AcornTypeCode,OutputArea,LowerSuperOutput,weight
768,778,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,Internet via digital / satellite TV   ,,,,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,1.0,,0.0,0.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,279.0,3.0,Exclusive enclaves,Cultural concerns,1.0,156.0,E01004687,1.01617069925534
769,779,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,0.0,274.0,3.0,Metropolitan money,Gym & juices,2.0,154.0,E01004687,0.772388820130465
770,780,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,Internet via digital / satellite TV   ,,,,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,280.0,3.0,Metropolitan professionals,Cultural concerns,16.0,154.0,E01004687,0.772388820130465
771,781,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,Internet via an Android smartphone   ,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,3.0,0.0,5.0,3.0,3.0,3.0,2.0,0.0,0.0,,,,,0.0,270.0,3.0,Socialising young renters,Gym & juices,17.0,153.0,E01004687,1.07753155263085
772,782,0.0,7.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,4.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,"Other EU, EEA or Swiss national",,,,2.0,281.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,157.0,E01004737,0.772388820130465
773,783,0.0,0.0,5.0,0.0,1.0,2.0,5.0,0.0,3.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,0.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,5.0,7.0,4.0,9.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,282.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,158.0,E01004737,1.07753155263085
774,784,1.0,5.0,4.0,0.0,2.0,0.0,5.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,2.0,,0.0,0.0,2.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,281.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,157.0,E01004737,1.20053692770909
775,785,0.0,1.0,2.0,18.0,2.0,2.0,4.0,0.0,2.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,Internet via an Android smartphone   ,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,1.0,,0.0,0.0,4.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,"Other EU, EEA or Swiss national",,,,4.0,281.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,157.0,E01004737,0.967598384329012
776,786,0.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,Internet via an Android smartphone   ,,,,,,2.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,283.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,158.0,E01004737,0.772388820130465
777,787,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,2.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,2.0,,0.0,0.0,4.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,281.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,157.0,E01004737,1.01617069925534
778,788,1.0,3.0,1.0,10.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,,,,,,2.0,4.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,5.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,283.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,158.0,E01004737,1.01617069925534
779,789,1.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,2.0,7.0,0.0,5.0,9.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,283.0,15.0,"Multi-ethnic, purpose-built estates",Despondent diversity,54.0,158.0,E01004737,1.1432513566906
780,790,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,Internet via digital / satellite TV   ,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,5.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,0.832921996886271
781,791,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,Internet via other tablet   ,Internet via an Android smartphone   ,Internet via digital / satellite TV   ,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,"Other EU, EEA or Swiss national",,,,1.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,0.967598384329012
782,792,0.0,1.0,0.0,11.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,,Internet via digital / satellite TV   ,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,1.0,,0.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,1.19627931975207
783,793,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,Internet via digital / satellite TV   ,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,0.967598384329012
784,794,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Internet via an Android smartphone   ,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,4.0,4.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,0.943327942740753
785,795,1.0,5.0,4.0,12.0,1.0,0.0,5.0,0.0,3.0,5.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,,"Other (type in, multiple allowed)",,Iraqis,5.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,1.20053692770909
786,796,0.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Internet via other tablet   ,Internet via an Android smartphone   ,Internet via digital / satellite TV   ,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,0.0,,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,,"Other (type in, multiple allowed)",,North Korean,7.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,1.19627931975207
787,797,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Internet via an Android smartphone   ,Internet via digital / satellite TV   ,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,1.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,284.0,14.0,"Multi-ethnic, purpose-built estates",Sensible seniors,54.0,159.0,E01004724,0.943327942740753
788,798,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,0.0,,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,285.0,4.0,Metropolitan professionals,Gym & juices,16.0,160.0,E01004650,1.01617069925534
789,799,1.0,0.0,5.0,11.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,0.0,,0.0,0.0,5.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,286.0,4.0,Metropolitan professionals,Cultural concerns,16.0,160.0,E01004650,1.1432513566906
790,800,0.0,8.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,0.0,,0.0,0.0,2.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,286.0,4.0,Metropolitan professionals,Cultural concerns,16.0,160.0,E01004650,0.909275959037532
791,801,0.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,3.0,3.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,,,,,0.0,287.0,4.0,Metropolitan professionals,Cultural concerns,16.0,160.0,E01004650,0.967598384329012
792,802,0.0,8.0,5.0,8.0,4.0,4.0,5.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,0.0,,0.0,0.0,5.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,288.0,4.0,Metropolitan professionals,Gym & juices,16.0,160.0,E01004650,0.909275959037532
793,803,1.0,4.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,2.0,,0.0,0.0,4.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,289.0,4.0,Metropolitan professionals,,16.0,160.0,E01004650,1.01617069925534
794,804,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,None of these   ,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,2.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,286.0,4.0,Metropolitan professionals,Cultural concerns,16.0,160.0,E01004650,0.967598384329012
795,805,1.0,5.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Internet via computer / laptop   ,Internet via an iPhone   ,Internet via an iPad   ,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,0.0,0.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,285.0,4.0,Metropolitan professionals,Gym & juices,16.0,160.0,E01004650,0.977233712840087
