,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea
Q12b,0.105482799,0.412935989,-0.032809889,0.214215576,-0.019513633,0.036703923,0.016269036,0.192059134,0.061235135,0.006390143,0.036995117,-0.000577732,-0.015122762,0.054509496,0.013239957,0.064701713,0.046832255,0.201211621,-0.026055993,0.016202387,-0.007444733,-0.041991653,0.080051153,-0.039409762,-0.084766625,-0.042612401,-0.07248068,-0.02717131,0.025240491,1,-0.063247294,-0.094184955,-0.004551376,0.014756752,0.000792113,-0.0217277,0.007692907,0.008518262,-0.182511557,-0.041991653,-0.105442469,0.555284986,-0.052465847,0.026411939,-0.008569989,0.002092014,-0.02797072,0.01575666,0.004952658,-0.033597043,0.135718729,0.132184667,-0.000128891,-0.08676513,-0.039092689,-0.046189649,-0.078631982,-0.047443486,-0.051625783,0.031912767,-0.059479282,-0.007444733,0.031912767,-0.059050151,0.009343662,0.050496897,-0.083985038,0.020021142,0.007973818,-0.010159545,0.005148319,0.012016384,-0.001060338,-0.086807614,-0.068320398,0.05528437,,-0.056306883,-0.039184856,-0.066084977,0.025393064,0.142742726,-0.008746174,-0.022009435,0.008632823,0.078685154,0.047420826,0.021285072,0.044163972,-0.086490242,-0.113183909,-0.184578808,0.044237174,-0.032105014,0.042549602
Q8d,0.114290153,0.028340087,0.023368111,-0.003329215,0.029008797,0.020071807,-0.020135676,-0.009393157,-0.017792466,0.033458331,0.024997291,0.001457749,-0.016709221,0.008646273,-0.003484203,0.003924397,0.005463397,0.037404326,-0.012695626,0.148992879,1,-0.006282832,-0.011730659,0.004937394,0.055966959,0.012319167,0.019533397,-0.006561632,0.063236584,-0.007444733,-0.007106282,-0.052288053,-0.035275913,-0.012926745,-0.017687058,-0.019545478,-0.017153088,-0.01337833,-0.027307558,-0.006282832,0.018929486,-0.033503249,-0.037842229,-0.021973452,-0.013890663,-0.010835642,-0.007715596,-0.007878584,-0.008500516,-0.001632736,-0.028046887,0.036821608,-0.014031638,0.005117427,-0.021708647,0.047921826,-0.020346909,-0.01337833,-0.013816871,-0.003350201,-0.022183104,-0.005813953,-0.003350201,0.018804632,0.080950886,-0.029260033,-0.004716273,-0.017862207,-0.019545478,-0.01678954,-0.024061002,-0.015065562,-0.00530482,-0.020188515,-0.01246069,0.013534784,,0.048837425,-0.030030416,-0.02355995,0.077651581,0.007069549,0.006324122,-0.014484012,0.02303445,0.007398345,0.064065916,0.044962324,0.040978688,-0.021918438,-0.005556045,-0.006497995,-0.024390835,-0.022555158,-0.022803924
Q36c,0.129806995,0.103962613,-0.044046982,0.095903454,-0.054301448,-0.059255911,-0.021488495,0.106768125,-0.028243462,0.072162232,0.105808826,0.013133345,-0.009277692,-0.017252806,-0.023454988,0.127960402,0.041019248,0.095696029,0.043104795,0.003211985,0.040978688,0.061195303,0.082681608,0.11234132,0.076126289,0.079552613,0.124908618,0.156377954,0.048037284,0.044163972,-0.118143671,-0.108806593,-0.011319243,-0.00367583,-0.000197311,0.042404717,0.017475889,0.039697478,-0.0666637,0.16266611,0.095747082,0.096600758,-0.089337493,-0.017129621,-0.006392842,0.012736534,0.023425367,0.013116569,0.066226551,0.042272476,-0.056330238,0.021026946,-0.009965738,-0.071367321,-0.078562796,-0.042076308,-0.035181937,-0.016061632,-0.047999166,0.032631236,0.039142813,0.103577479,0.032631236,-0.056286654,0.067923426,-0.027035531,-0.130299828,0.088502814,0.11145731,0.06749593,0.044191688,0.090589927,0.034534295,0.095944535,0.03192538,-0.185325331,,0.080256517,-0.112688596,-0.077818397,0.113552972,0.149980626,0.074106548,0.054130317,0.077414068,-0.162301535,0.651651449,0.61464877,1,-0.027228168,-0.043592756,-0.009691598,-0.021824699,0.043461393,-0.01497822
Q36a,0.139129858,0.111637204,-0.051913851,0.145232457,-0.05093922,-0.039825905,-0.017041546,0.092900391,-0.020435078,0.045962037,0.126327332,-0.007257733,0.033790996,-0.030017197,-0.00635144,0.125704143,0.039138279,0.060485983,0.044116289,0.025300657,0.064065916,0.066920439,0.046159509,0.076421612,0.087533633,0.062182917,0.080334343,0.099400468,0.046074348,0.047420826,-0.141375012,-0.120859837,-0.023948217,-0.021764885,0.010063024,0.009249985,0.00695782,0.012897672,-0.048444911,0.136286742,0.089016416,0.035135267,-0.098068561,-0.041206808,-0.010788643,-0.010018586,0.053893445,0.0382505,0.044587123,0.031811918,-0.087733371,0.019579989,0.003650393,-0.04073558,-0.088875881,-0.0143105,-0.028757299,-0.013784508,-0.045133407,0.028286403,0.01373922,0.09402106,0.028286403,-0.051189059,0.044299266,-0.019297084,-0.157971024,0.10991135,0.089498379,0.082285523,0.056762648,0.055550341,0.028390462,0.138332677,0.062407352,-0.168564242,,0.02271647,-0.118729612,-0.096456824,0.094528296,0.194866824,0.083593323,0.037099105,0.053165917,-0.15705371,1,0.61741992,0.651651449,0.001362123,-0.069025853,-0.040731237,-0.031677184,0.036035111,-0.02388226
Q5c,0.144169555,0.197367459,-0.115721521,0.300795235,0.015663337,0.269773313,0.147950628,1,0.278362373,0.282341939,0.241584256,0.259377214,0.24324785,0.199435613,0.164894137,0.006340346,0.22660509,0.071553221,-0.021589906,0.01973985,-0.009393157,0.070980773,0.040344255,0.022238525,0.024484524,0.018489332,0.02542686,0.056882524,0.063760396,0.192059134,-0.160800161,-0.135803289,0.032422356,0.024709277,-0.00396686,-0.041022167,-0.041585896,-0.031880035,0.059373329,0.006929619,0.017925392,0.092390224,-0.12813011,0.024962034,0.052917728,0.008268939,0.012813787,-0.003358242,0.009973256,0.058394309,-0.038862712,0.113879966,-0.008926071,-0.000861966,-0.11406212,-0.021224966,-0.058125187,-0.038039454,-0.055189699,0.034433746,0.014974091,0.032096618,0.034433746,-0.051093971,0.044717896,-0.005352153,0.024139441,0.079726127,0.065768162,0.072719608,0.009837162,-0.01882686,-0.028760708,-0.067928332,-0.086000289,0.056304419,,-0.051901352,-0.087610743,-0.04052904,-0.045675918,0.137355654,-0.008004291,-0.025230109,-0.066986979,0.12199567,0.092900391,0.066318124,0.106768125,0.040362572,0.049396077,0.024770523,0.050222655,-0.006519339,0.049424145
Q30,0.172403515,0.292956495,-0.009443151,0.25722458,-0.012025094,-0.028578833,-0.022809297,0.137355654,-0.041755764,0.054766732,0.093718805,-0.096460462,0.010663908,-0.025743089,0.021143062,0.059252078,0.025563164,0.193468902,0.006766395,0.106335531,0.007069549,0.029095306,0.154473085,0.044579316,0.020950718,0.037717885,0.020340435,0.066568261,-0.031865362,0.142742726,-0.095896662,-0.109602914,0.073306868,0.005062914,0.090112748,0.044207841,0.066781958,0.014204287,-0.011051268,0.054842048,-0.033193472,0.114894774,-0.066214683,-0.023820517,0.020385813,-0.000952791,0.072717575,0.024377838,0.133659169,-0.025893297,-0.062204189,0.114232004,0.021008091,-0.091854048,-0.125825224,-0.035359989,-0.07253634,-0.022934378,-0.025235908,0.084159331,0.062325877,0.062661914,0.084159331,-0.029287433,0.020401027,-0.044931526,-0.117285692,0.126095348,0.088010569,0.11071902,0.105130954,0.057103249,-0.01891158,-0.037905735,0.008532414,-0.077071316,,-0.045125608,-0.093970878,-0.079982469,0.178554923,1,0.111973627,0.052542039,0.083390511,-0.021224394,0.194866824,0.180358923,0.149980626,-0.055783439,-0.043714019,-0.061485887,0.005563576,0.038288609,0.006332457
AGE,0.216482864,1,0.053632041,0.299649791,-0.058641822,-0.028024759,-0.033301476,0.197367459,0.006799649,-0.010003433,-0.015998276,-0.126144821,-0.069272348,-0.067790292,-0.030813852,0.180558803,-0.011518141,0.172812734,-0.056278879,0.022286586,0.028340087,-0.019480822,0.083292957,-0.06449264,-0.087464163,-0.05261279,-0.04397459,-0.024647272,0.12865681,0.412935989,0.02107958,-0.032658542,0.014364522,0.046066658,0.043534847,0.041804422,0.011276924,0.046402574,-0.178134763,-0.113105789,0.003494529,0.23253296,0.008719356,0.022800392,0.032398997,0.047007791,0.047450414,0.026154815,0.019167543,-0.049866581,0.055391983,0.115667482,0.014247588,-0.114437184,-0.12439007,-0.113049872,-0.097582005,-0.097030879,-0.038616782,0.026862895,-0.004919221,-0.067049491,0.026862895,-0.051033864,0.05550603,0.11324101,-0.039993719,0.031844825,0.041775952,0.003432985,0.039423797,0.064726028,-0.006932648,-0.032751248,-0.038589028,0.030767411,,-0.079346983,-0.124171567,-0.060867222,0.048212482,0.292956495,0.053983092,0.029155075,0.041444762,-0.055729932,0.111637204,0.109971442,0.103962613,-0.139439645,-0.254773748,-0.25417744,-0.012116712,0.018348724,-0.013240271
Q3,0.225875813,0.299649791,-0.044704689,1,0.015027243,0.07213008,0.037436276,0.300795235,0.087800594,0.138651148,0.097993038,0.02874167,0.067424263,-0.00365811,0.013352435,-0.07419525,0.05967045,0.216073311,0.089114934,0.062162153,-0.003329215,0.062162153,0.099202147,-0.020828011,-0.003646253,0.00582763,-0.035216846,-0.022676505,0.017235997,0.214215576,-0.116134024,-0.19408765,-0.032731648,0.064814242,-0.013916116,0.002674184,-0.010530308,0.010597906,0.019228746,0.006590441,0.002194209,0.137814639,-0.118842125,-0.043714428,-0.024802903,0.077148179,0.008350879,0.001295706,0.009953768,-0.017061364,-0.028532624,0.130479191,0.010703307,-0.07364071,-0.163102004,-0.061951657,-0.076465926,-0.032154103,-0.068831898,0.015367253,0.015275462,0.062665528,0.015367253,-0.054754817,0.05812979,-0.036788102,-0.095670957,0.102413665,0.065073037,0.055356235,0.045388992,0.073888705,0.004626121,-0.008496786,-0.048567947,-0.058017288,,0.018732633,-0.021462012,-0.054818333,0.038573314,0.25722458,-0.009614428,-0.0049872,-0.000137397,0.043390472,0.145232457,0.130381397,0.095903454,-0.037581658,-0.023630592,-0.054232629,0.02610549,0.006927759,0.027241225
Target,1,0.216482864,2.12E-05,0.225875813,0.07224915,0.041878882,0.004692332,0.144169555,0.014549957,0.056710702,0.043387328,-0.032427232,-0.013622941,-0.023931844,-0.013432337,0.015423822,0.013302197,0.034746403,0.000131076,0.033730993,0.114290153,0.067397119,0.047264563,0.010972643,0.00193965,-0.019911311,-0.012274857,-0.037505253,0.052217153,0.105482799,-0.04256156,-0.14967818,-0.087433622,-0.035694336,0.005547227,0.055841258,0.036942555,0.090324821,-0.024519025,0.033730993,-0.015968411,-0.004209938,-0.03117617,-0.072964876,-0.037725582,-0.021001597,-0.04126383,-0.052689723,-0.039964325,0.008765763,-0.031816008,0.053985079,-0.028603319,-0.124591607,-0.126152881,-0.043292407,-0.009270581,-0.022986669,0.020334496,0.044914148,0.076538479,0.041598254,0.044914148,-0.012407886,0.03811168,-0.1026243,-0.091128081,0.090580416,0.032930892,0.067647543,0.063341445,0.049834179,-0.028370742,-0.074562184,-0.049330424,-0.019724607,,0.000161659,-0.037936586,-0.035824947,0.015515565,0.172403515,-0.021861396,0.036322491,0.05993061,0.001245066,0.139129858,0.081844361,0.129806995,-0.066066825,-0.020452021,-0.031040293,0.069736256,-0.014775476,0.07505757
Q26j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
